sample,leaf_coverage_percent,annotation_mode,status,output_dir,input_components,output_polygons,output_points,error
12a89cfd38970c9f,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\12a89cfd38970c9f,,0,1,
14eab8818e639c13,0.3738,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\14eab8818e639c13,,0,1,
15c749f8e68d763e,25.9148,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\15c749f8e68d763e,,0,0,
17f623ce21eb2d69,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\17f623ce21eb2d69,,0,1,
18f6dfd3c2dd7f8a,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\18f6dfd3c2dd7f8a,,0,1,
19b05f4420cd53cc,15.3144,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\19b05f4420cd53cc,,0,0,
19d0b74922895605,0.4148,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\19d0b74922895605,,0,1,
19f7c253-ef60-4bb8-9c3a-92ac7d5a1b87,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\19f7c253-ef60-4bb8-9c3a-92ac7d5a1b87,,0,1,
1a3c7a1726691e28,0.2302,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\1a3c7a1726691e28,,0,1,
1b4f4e1636b083ec,13.4963,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\1b4f4e1636b083ec,,0,0,
1c07bf52a890c534,0.0008,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\1c07bf52a890c534,,0,1,
1cf3e0cf01ae0501,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\1cf3e0cf01ae0501,,0,1,
1d7e364d19d8ff0e,4.3887,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\1d7e364d19d8ff0e,,0,0,
1dbd7d51c5950fa7,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\1dbd7d51c5950fa7,,0,1,
1f5613571a8c2913,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\1f5613571a8c2913,,0,1,
1f7a546a335da684,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\1f7a546a335da684,,0,1,
1fbe5afe3e29675a,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\1fbe5afe3e29675a,,0,1,
20d3fa027b5283a8,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\20d3fa027b5283a8,,0,1,
20fa2d7fb5a821c5,4.79,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\20fa2d7fb5a821c5,,0,0,
21ed69c012c8c7fe,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\21ed69c012c8c7fe,,0,1,
22daf630fc529144,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\22daf630fc529144,,0,1,
24df53d44da0d2b4,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\24df53d44da0d2b4,,0,1,
2a23d8e13403a5da,0.2989,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\2a23d8e13403a5da,,0,1,
2a77967526e258fa,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\2a77967526e258fa,,0,1,
2b1cb4f7421d126f,1.9067,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\2b1cb4f7421d126f,,0,0,
2c1186b84efd65f4,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\2c1186b84efd65f4,,0,1,
2c48fbfe5b78aa11,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\2c48fbfe5b78aa11,,0,1,
2cf03e944d0a9942,16.7619,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\2cf03e944d0a9942,,0,0,
2ed8a6a47e6d2772,58.3,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\2ed8a6a47e6d2772,,0,0,
2f1dbb619aba2508,17.8585,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\2f1dbb619aba2508,,0,0,
2f330c0043a3f03d,0.0015,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\2f330c0043a3f03d,,0,1,
3a2e020abd240557,26.1259,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\3a2e020abd240557,,0,0,
3a3d099fe358e169,12.8008,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\3a3d099fe358e169,,0,0,
3afceea7d198569f,1.1027,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\3afceea7d198569f,,0,0,
3aff0215a71f1f9c,50.4052,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\3aff0215a71f1f9c,,0,0,
3c229c4329dbb2f4,0.4082,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\3c229c4329dbb2f4,,0,1,
3c6d99d2807503bb,0.5593,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\3c6d99d2807503bb,,0,1,
3ca90ccc2a2f5e7c,0.0009,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\3ca90ccc2a2f5e7c,,0,1,
3cb7aee392b3c2e3,2.8012,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\3cb7aee392b3c2e3,,0,0,
3d11852ea8efd968,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\3d11852ea8efd968,,0,1,
3e70c89a170e4047,0.0475,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\3e70c89a170e4047,,0,1,
3ea273aa91861584,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\3ea273aa91861584,,0,1,
3f153f5a418819de,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\3f153f5a418819de,,0,1,
3f836b73d30e217e,5.5017,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\3f836b73d30e217e,,0,0,
4a5420e03c455a08,0.3835,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\4a5420e03c455a08,,0,1,
4bd0172fe831bb7e,3.9994,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\4bd0172fe831bb7e,,0,0,
4d8f7bb7fc8518a6,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\4d8f7bb7fc8518a6,,0,1,
4dba93fa47248e21,0.6384,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\4dba93fa47248e21,,0,1,
4dc147235f37c14b,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\4dc147235f37c14b,,0,1,
4ddd04e52b6162bf,8.9736,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\4ddd04e52b6162bf,,0,0,
4f66d012deaf88e7,36.0275,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\4f66d012deaf88e7,,0,0,
4fbb834900f0aeb5,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\4fbb834900f0aeb5,,0,1,
5a258b8806df05f0,1.0732,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\5a258b8806df05f0,,0,0,
5a85be30d7170996,49.4633,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\5a85be30d7170996,,0,0,
5b77b3ef06bc4734,1.3821,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\5b77b3ef06bc4734,,0,0,
5b8d1fd56d9c6774,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\5b8d1fd56d9c6774,,0,1,
5e2e13ab7264e8e1,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\5e2e13ab7264e8e1,,0,1,
5e37a9057e92d088,3.1031,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\5e37a9057e92d088,,0,0,
5e723568a705d577,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\5e723568a705d577,,0,1,
5eb36a253987e1d9,0.1596,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\5eb36a253987e1d9,,0,1,
5ed776aba46217e6,65.6486,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\5ed776aba46217e6,,0,0,
5f327120adcf5c30,6.242,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\5f327120adcf5c30,,0,0,
5fa62bd1a5da5df5,0.047,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\5fa62bd1a5da5df5,,0,1,
5fc31480655ad782,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\5fc31480655ad782,,0,1,
6a07973b8d1798c9,1.1788,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\6a07973b8d1798c9,,0,0,
6aeb6bb2baac9263,6.1246,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\6aeb6bb2baac9263,,0,0,
6b2497c59d1a2e8a,1.9316,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\6b2497c59d1a2e8a,,0,0,
6b4c130eb2e49bee,34.6424,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\6b4c130eb2e49bee,,0,0,
6b853690c0c57bc4,24.1255,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\6b853690c0c57bc4,,0,0,
6bbd5b7932ecae9a,9.6862,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\6bbd5b7932ecae9a,,0,0,
6bf0bfafdae9f72c,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\6bf0bfafdae9f72c,,0,1,
6d9138b70ba15f66,0.2431,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\6d9138b70ba15f66,,0,1,
6e2361369ff24dcd,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\6e2361369ff24dcd,,0,1,
6f180701db1613cf,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\6f180701db1613cf,,0,1,
6f387f815fbea100,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\6f387f815fbea100,,0,1,
7a6033bcb6a53985,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\7a6033bcb6a53985,,0,1,
7ba2047eb36a805f,0.0103,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\7ba2047eb36a805f,,0,1,
7d3103be4c4d647e,4.4652,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\7d3103be4c4d647e,,0,0,
7d41fcde0f8b8d71,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\7d41fcde0f8b8d71,,0,1,
7e1a1a152d41ec0b,0.0016,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\7e1a1a152d41ec0b,,0,1,
7f7f31b47f2ac8ea,38.9622,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\7f7f31b47f2ac8ea,,0,0,
8a00763e54e63208,7.123,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\8a00763e54e63208,,0,0,
8ae068f5e8a6df96,8.0888,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\8ae068f5e8a6df96,,0,0,
8b43eb08fea08df8,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\8b43eb08fea08df8,,0,1,
8b9cc467061e57c5,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\8b9cc467061e57c5,,0,1,
8beaa7c395a768e4,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\8beaa7c395a768e4,,0,1,
8c2a1e2b55eecb59,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\8c2a1e2b55eecb59,,0,1,
8d08bca1f61837b2,0.0666,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\8d08bca1f61837b2,,0,1,
8dfc9e1647dc48c2,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\8dfc9e1647dc48c2,,0,1,
8e94053a9528da83,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\8e94053a9528da83,,0,1,
8f8c4c887ffadbfc,0.006,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\8f8c4c887ffadbfc,,0,1,
8f9a9a7d42fddc96,0.0074,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\8f9a9a7d42fddc96,,0,1,
9a134ee913a064c4,3.757,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\9a134ee913a064c4,,0,0,
9a965c457c60a8b8,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\9a965c457c60a8b8,,0,1,
9b64ee7c2e10da95,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\9b64ee7c2e10da95,,0,1,
9c863c5a5c81058b,0.012,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\9c863c5a5c81058b,,0,1,
9c95ce73756b0881,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\9c95ce73756b0881,,0,1,
9cd2ee91ee8b2e2a,28.8296,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\9cd2ee91ee8b2e2a,,0,0,
9d1f688e02191bcd,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\9d1f688e02191bcd,,0,1,
9d4b37c55f4e9b2f,5.5213,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\9d4b37c55f4e9b2f,,0,0,
9d7d8dc96fcdaf88,7.4706,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\9d7d8dc96fcdaf88,,0,0,
9fabec4ee528013e,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\9fabec4ee528013e,,0,1,
aabbd4ae4095d792,5.7414,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\aabbd4ae4095d792,,0,0,
eb9e383ad87241b8,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\eb9e383ad87241b8,,0,1,
ec3432ba7c07d9c8,0.0094,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\ec3432ba7c07d9c8,,0,1,
ecdf7dacece5e45f,25.7114,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\ecdf7dacece5e45f,,0,0,
edb34ea61a0dc460,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\edb34ea61a0dc460,,0,1,
ee6274d7fea6ebbe,60.2912,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\ee6274d7fea6ebbe,,0,0,
ef0cae8ddfb2e904,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_7\pigeon_pea\ef0cae8ddfb2e904,,0,1,
