sample,leaf_coverage_percent,annotation_mode,status,output_dir,input_components,output_polygons,output_points,error
s3_Potato__1adb41490e3d5939,13.6283,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__1adb41490e3d5939,,0,0,
s3_Potato__1b86538b8f63f6de,67.572,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__1b86538b8f63f6de,,0,0,
s3_Potato__1bb21608ba522cdd,16.1938,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__1bb21608ba522cdd,,0,0,
s3_Potato__1c2228594b678b2e,19.1762,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__1c2228594b678b2e,,0,0,
s3_Potato__1c5fe21c42322cdb,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__1c5fe21c42322cdb,,0,1,
s3_Potato__1c7400a0b1f5ad5c,10.6595,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__1c7400a0b1f5ad5c,,0,0,
s3_Potato__1d13c911bb2d0da5,0.9787,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__1d13c911bb2d0da5,,0,1,
s3_Potato__1f8e86a33670c941,17.7239,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__1f8e86a33670c941,,0,0,
s3_Potato__2ab5b1ee1a933128,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__2ab5b1ee1a933128,,0,1,
s3_Potato__2adcbe98eefd9484,51.892,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__2adcbe98eefd9484,,0,0,
s3_Potato__2b1fb5f5e85e6da0,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__2b1fb5f5e85e6da0,,0,1,
s3_Potato__2b7ceccccdef58bc,0.1994,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__2b7ceccccdef58bc,,0,1,
s3_Potato__2fdf11d6ef0f26fa,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__2fdf11d6ef0f26fa,,0,1,
s3_Potato__3a919de9d72eae3b,0.5468,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__3a919de9d72eae3b,,0,1,
s3_Potato__3b20cd6f4d19734e,12.9334,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__3b20cd6f4d19734e,,0,0,
s3_Potato__3b8248cd32b6c320,42.3908,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__3b8248cd32b6c320,,0,0,
s3_Potato__3bd6dc729a78f296,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__3bd6dc729a78f296,,0,1,
s3_Potato__3c105bd5259b53e0,31.8967,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__3c105bd5259b53e0,,0,0,
s3_Potato__3d5e001916871044,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__3d5e001916871044,,0,1,
s3_Potato__3d6e7adf5d1cd6df,0.3258,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__3d6e7adf5d1cd6df,,0,1,
s3_Potato__3da401d0438a7167,30.8933,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__3da401d0438a7167,,0,0,
s3_Potato__3e30090d2ceecbbf,8.8585,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__3e30090d2ceecbbf,,0,0,
s3_Potato__3e5948a5e8d59379,53.4494,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__3e5948a5e8d59379,,0,0,
s3_Potato__3f85e9593caa3367,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__3f85e9593caa3367,,0,1,
s3_Potato__4b0b157fca3d41ee,52.9331,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__4b0b157fca3d41ee,,0,0,
s3_Potato__4be575e680ecab1f,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__4be575e680ecab1f,,0,1,
s3_Potato__4c1f7cff2c5e610e,36.6169,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__4c1f7cff2c5e610e,,0,0,
s3_Potato__4cceffe29bf61230,35.995,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__4cceffe29bf61230,,0,0,
s3_Potato__4e10e138357f1052,0.1471,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__4e10e138357f1052,,0,1,
s3_Potato__4e3ee5f6ada66416,28.0399,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__4e3ee5f6ada66416,,0,0,
s3_Potato__bb5a0ee2f4257d2c,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__bb5a0ee2f4257d2c,,0,1,
s3_Potato__bb659f5112921e84,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__bb659f5112921e84,,0,1,
s3_Potato__bbfe00d9b1a8691a,4.7008,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__bbfe00d9b1a8691a,,0,0,
s3_Potato__bc738944369f05fc,8.2016,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__bc738944369f05fc,,0,0,
s3_Potato__bde8f2ac08b73642,0.8215,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__bde8f2ac08b73642,,0,1,
s3_Potato__be5ec2239bfe6dc0,40.9884,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__be5ec2239bfe6dc0,,0,0,
s3_Potato__beb03e2eed16bd8d,29.0842,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__beb03e2eed16bd8d,,0,0,
s3_Potato__bf2a32d7d65a9409,40.0909,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__bf2a32d7d65a9409,,0,0,
s3_Potato__bf2c0dcd0df6537e,3.8978,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__bf2c0dcd0df6537e,,0,0,
s3_Potato__c00cba06a15a40eb,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__c00cba06a15a40eb,,0,1,
s3_Potato__c15d0e3ba71b2d52,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__c15d0e3ba71b2d52,,0,1,
s3_Potato__c4a50872cb00cd53,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__c4a50872cb00cd53,,0,1,
s3_Potato__c55e38a07e1181a5,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__c55e38a07e1181a5,,0,1,
s3_Potato__c6bdc82ee23267b2,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__c6bdc82ee23267b2,,0,1,
s3_Potato__c715404854c2e09b,38.7671,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__c715404854c2e09b,,0,0,
s3_Potato__c9503d053e631f49,30.319,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__c9503d053e631f49,,0,0,
s3_Potato__c965a346476c7d19,18.1962,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__c965a346476c7d19,,0,0,
s3_Potato__cac6ca9dc3ff3a10,9.3852,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__cac6ca9dc3ff3a10,,0,0,
s3_Potato__cad1398da372d1f2,10.3854,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__cad1398da372d1f2,,0,0,
s3_Potato__cb7b40d9dfa0c241,71.3186,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__cb7b40d9dfa0c241,,0,0,
s3_Potato__cb8df8c50d402bba,54.5214,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__cb8df8c50d402bba,,0,0,
s3_Potato__cca08f085dda800f,0.0054,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__cca08f085dda800f,,0,1,
s3_Potato__cefc7f3c9f4527bc,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__cefc7f3c9f4527bc,,0,1,
s3_Potato__cfb2a1cf1db4ff23,6.114,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__cfb2a1cf1db4ff23,,0,0,
s3_Potato__crop_1764754071366,16.8053,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1764754071366,,0,0,
s3_Potato__crop_1764754195518,7.2879,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1764754195518,,0,0,
s3_Potato__crop_1764754458924,22.2045,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1764754458924,,0,0,
s3_Potato__crop_1764840747475,0.3989,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1764840747475,,0,1,
s3_Potato__crop_1764840889383,1.5223,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1764840889383,,0,0,
s3_Potato__crop_1764840910805,5.5297,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1764840910805,,0,0,
s3_Potato__crop_1764841507523,16.0881,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1764841507523,,0,0,
s3_Potato__crop_1764925494097,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1764925494097,,0,1,
s3_Potato__crop_1764925503106,0.3409,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1764925503106,,0,1,
s3_Potato__crop_1764925510899,7.365,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1764925510899,,0,0,
s3_Potato__crop_1764925578917,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1764925578917,,0,1,
s3_Potato__crop_1764925585235,0.5586,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1764925585235,,0,1,
s3_Potato__crop_1764925958478,2.2389,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1764925958478,,0,0,
s3_Potato__crop_1764926128815,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1764926128815,,0,1,
s3_Potato__crop_1765448804531,14.2649,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765448804531,,0,0,
s3_Potato__crop_1765448829528,10.5305,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765448829528,,0,0,
s3_Potato__crop_1765530258267,0.0011,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765530258267,,0,1,
s3_Potato__crop_1765530396003,0.2467,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765530396003,,0,1,
s3_Potato__crop_1765530450793,0.3719,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765530450793,,0,1,
s3_Potato__crop_1765530515014,3.713,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765530515014,,0,0,
s3_Potato__crop_1765530525029,1.4054,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765530525029,,0,0,
s3_Potato__crop_1765530564367,0.0431,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765530564367,,0,1,
s3_Potato__crop_1765530596844,10.2865,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765530596844,,0,0,
s3_Potato__crop_1765530651954,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765530651954,,0,1,
s3_Potato__crop_1765530672650,0.3042,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765530672650,,0,1,
s3_Potato__crop_1765530845043,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765530845043,,0,1,
s3_Potato__crop_1765530911582,0.0606,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765530911582,,0,1,
s3_Potato__crop_1765530955017,26.6265,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765530955017,,0,0,
s3_Potato__crop_1765531011188,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765531011188,,0,1,
s3_Potato__crop_1765531075076,1.026,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765531075076,,0,0,
s3_Potato__crop_1765531100171,0.1396,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765531100171,,0,1,
s3_Potato__crop_1765531117116,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765531117116,,0,1,
s3_Potato__crop_1765531150100,0.2551,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765531150100,,0,1,
s3_Potato__crop_1765531189259,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765531189259,,0,1,
s3_Potato__crop_1765531214923,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765531214923,,0,1,
s3_Potato__crop_1765531218743,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765531218743,,0,1,
s3_Potato__crop_1765531235010,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765531235010,,0,1,
s3_Potato__crop_1765531270034,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765531270034,,0,1,
s3_Potato__crop_1765531348049,0.5806,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765531348049,,0,1,
s3_Potato__crop_1765531401718,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765531401718,,0,1,
s3_Potato__crop_1765531405555,0.448,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765531405555,,0,1,
s3_Potato__crop_1765531512942,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765531512942,,0,1,
s3_Potato__crop_1765792980369,0.0,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765792980369,,0,1,
s3_Potato__crop_1765792986338,3.4464,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765792986338,,0,0,
s3_Potato__crop_1765793101586,15.1937,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765793101586,,0,0,
s3_Potato__crop_1765793209687,3.6948,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765793209687,,0,0,
s3_Potato__crop_1765793343132,0.8209,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765793343132,,0,1,
s3_Potato__crop_1765793373086,0.1212,negative_point,ok,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765793373086,,0,1,
s3_Potato__crop_1765793382902,1.8389,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765793382902,,0,0,
s3_Potato__crop_1765793389980,2.014,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765793389980,,0,0,
s3_Potato__crop_1765793390353,1.3414,ignore,ignored_manual_review,D:\Vipin\projects\leaf_coverage_detector\experiments\9.3.coatnet_2_rw_224_experimentation\runs\exp11_6\potato\s3_Potato__crop_1765793390353,,0,0,
